Objeto do Contrato;Tipo de Procedimento;Tipo(s) de Contrato;CPVs;Entidade(s) Adjudicante(s);Entidade(s) Adjudicatária(s);Preço Contratual;Data de Publicação;Data de Celebração do Contrato;Prazo de Execução;Local de Execução;Fundamentação;Causa de Extinção do Contrato;Data de Fecho do Contrato;Preço Total Efetivo;Causas das Alterações ao Prazo;Causas das Alterações ao Preço;Estado;N.º registo do Acordo Quadro;Descrição do Acordo Quadro;Procedimento Centralizado;Ligação para Peças do Procedimento;Lista de Fornecedores (cocontratantes);Aquisição ao Abrigo de Acordo Quadro de outro Estado-membro da UE
"Aquisição de serviços para limpeza e desinfeção por pulverização dos quartos dos hotéis contratados na RAM onde estão confinados os infetados por SARS-Cov-2 - doentes COVID-19 - ""Contigência COVID-19""";Ajuste Direto Regime Geral;Aquisição de serviços;"90910000-9, Serviços de limpeza";"Instituto de Administração da Saúde e Assuntos Sociais, IP-RAM (511284349)";"SerlimaClean-Serviços de Limpeza, S.A. (511019882)";"100.000,00 €";11-02-2021;03-02-2021;180 dias;"Portugal, Região Autónoma da Madeira";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Aquisição de serviços para a mitigação da infeção epidemiológica por covid-19 por desinfeção de edifícios e espaços públicos;Ajuste Direto Regime Geral;Aquisição de serviços;"90921000-9, Serviços de desinfecção e exterminação";Município de Lagos (505170876);"Desinfestalgarve, José Pereira- Sociedade Unipessoal, Lda (515969630)";"60.000,00 €";11-02-2021;04-02-2021;540 dias;"Portugal, Faro, Lagos";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://gov.saphety.com/bizgov/econcursos/procedurePiecesExport_201345!exportProcedure.action;false;
95 Covid - Aquisição de 5 Ventiladores de Alto Fluxo e acessórios;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33172000-6, Aparelhos para anestesia e reanimação";"Centro Hospitalar e Universitário de Coimbra, E. P. E. (510103448)";"GETINGE GROUP PORTUGAL, UNIPESSOAL, LDA. (506819698)";"102.848,65 €";11-02-2021;10-02-2021;30 dias;"Portugal, Coimbra, Coimbra";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
219G000390 - OB Monitorização de deposito Oxigénio do RDA - COVID;Ajuste Direto Regime Geral;Empreitadas de obras públicas;"45453000-7, Obras de revisão e recuperação";"Centro Hospitalar Universitário de Lisboa Norte, E. P. E. (508481287)";INSTRUTEX (513190007);"2.998,73 €";11-02-2021;10-02-2021;1 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de cama, colchões, suportes intravenosos e mesas de cabeceira para várias enfermarias COVID";Ajuste Direto Regime Geral;Aquisição de bens móveis;"33000000-0, Equipamento médico, medicamentos e produtos para cuidados pessoais";"Centro Hospitalar e Universitário de Coimbra, E. P. E. (510103448)";IMO - Ind. Met. SA (500136939);"91.832,50 €";11-02-2021;09-02-2021;30 dias;"Portugal, Coimbra, Coimbra";"Artigo 2.º -A, n.º 1 do DL n.º 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
212G001389 - Oxigenadores - COVID-19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33190000-8, Dispositivos e produtos médicos variados";"Centro Hospitalar Universitário de Lisboa Norte, E. P. E. (508481287)";"GETINGE GROUP PORTUGAL, UNIPESSOAL, LDA. (506819698)";"80.000,00 €";11-02-2021;10-02-2021;324 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Fornecimento e colocação de sinalética e informação nos Centros de Vacinação COVID-19 de Almada;Ajuste Direto Regime Geral;Aquisição de serviços;"98300000-6, Serviços diversos";Município de Almada (500051054);"ÉCRANVIA PUBLICIDADE EXTERIOR, LDA. (503365254)";"4.845,80 €";10-02-2021;10-02-2021;3 dias;"Portugal, Setúbal, Almada";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Monitores de Sinais Vitais - Covid 19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33100000-1, Equipamento médico";"Hospital Distrital Figueira da Foz, E.P.E. (506361527)";"Promei Centro, Lda (506470113)";"6.294,45 €";10-02-2021;10-02-2021;3 dias;"Portugal, Coimbra, Figueira da Foz";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.1404765;false;
219G000346 - OB Instalações eletricas Ucir - Covid 19;Ajuste Direto Regime Geral;Empreitadas de obras públicas;"45113000-2, Obras no local";"Centro Hospitalar Universitário de Lisboa Norte, E. P. E. (508481287)";"ENGELB II, Energias Renováveis, Lda (514376503)";"5.407,76 €";10-02-2021;10-02-2021;7 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
211G000327 - Medicamentos - P/COVID-19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33690000-3, Medicamentos vários";"Centro Hospitalar Universitário de Lisboa Norte, EPE (508481287)";"GENERIS - FARMACEUTICA, S.A. (508107997)";"37.400,00 €";10-02-2021;02-02-2021;1 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
211G000323 - Medicamentos p/ covid;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33690000-3, Medicamentos vários";"Centro Hospitalar Universitário de Lisboa Norte, EPE (508481287)";"FRESENIUS KABI PHARMA PORTUGAL, LDA. (504293753)";"79.920,00 €";10-02-2021;02-02-2021;1 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Aquisição de 25 Portáteis recondicionados no âmbito do COVID-19;Ajuste Direto Regime Geral;Aquisição de bens móveis<br/>Locação de bens móveis;"30213100-6, Computadores portáteis";Município de Almada (500051054);Teracerta Lda (510584756);"11.300,00 €";09-02-2021;09-02-2021;1 dias;"Portugal, Setúbal, Almada";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de serviços de aluguer de unidades móveis para recolha de amostras, campanhas de prevenção, sensibilização, contenção, mitigação e tratamento de infeção epidemiológica – “Contingência COVID-19”";Ajuste Direto Regime Geral;Aquisição de serviços;"79951000-5, Serviços de organização de seminários";"Instituto de Administração da Saúde e Assuntos Sociais, IP-RAM (511284349)";"TECNOVIA MADEIRA,SOCIEDADE DE EMPREITADAS,SA (511099177)";"51.000,00 €";09-02-2021;01-02-2021;180 dias;"Portugal, Região Autónoma da Madeira";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"94-1375-2021 - Aquisição de Abraçadeiras Plásticas P/Saco Plástico, 30 CM p/Serviços Covid";Ajuste Direto Regime Geral;Aquisição de bens móveis;"19500000-1, Materiais de plástico e de borracha";"Centro Hospitalar Universitário do Algarve, E. P. E. (510745997)";"Superhigiene Soc. Equip. Higiene Industrial,Lda (503002011)";"1.088,00 €";09-02-2021;04-02-2021;30 dias;"Portugal, Faro, Portimão<BR/>Portugal, Faro, Lagos<BR/>Portugal, Faro, Faro";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
AD_05/2021 - Aluguer de80 Portáteis no âmbito da Cedência a Alunos Carenciado - Covid-19.;Ajuste Direto Regime Geral;Aquisição de serviços;"98000000-3, Outros serviços comunitários, sociais e pessoais";Município de Resende (506349381);"Futurdata Informática, Lda. (506132145)";"7.840,00 €";09-02-2021;09-02-2021;5 dias;"Portugal, Viseu, Resende";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
DM HOTELEIRO - SACO P.CADAVER(COVID-19);Ajuste Direto Regime Geral;Aquisição de bens móveis;"33922000-9, Sacos para transporte de cadáveres";"Centro Hospitalar Tondela-Viseu, E. P. E. (509822940)";"Esteriplas- Produtos para a Área da Saude, Lda (502020776)";"5.770,00 €";09-02-2021;05-02-2021;90 dias;"Portugal, Viseu, Viseu";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Aluguer de tendas para entradas nas USF- COVID 19;Ajuste Direto Regime Geral;Aquisição de serviços;"98350000-1, Serviços relacionados com instalações públicas";Município da Amadora (505456010);"Eurodome-Sociedade Unipessoal, Lda (508673038)";"9.665,00 €";09-02-2021;08-02-2021;90 dias;"Portugal, Lisboa, Amadora";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://gov.saphety.com/bizgov/econcursos/procedurePiecesExport_202422!exportProcedure.action;false;
94-1030-2021 - Aquisição de Divisórias e Caixas de Stock SUC para Serviços Covid;Ajuste Direto Regime Geral;Aquisição de bens móveis;"30199500-5, Arquivadores, classificadores de correspondência, caixas para armazenagem e artigos similares";"Centro Hospitalar Universitário do Algarve, E. P. E. (510745997)";"FLORENCIO AUGUSTO CHAGAS, S.A. (500117152)";"90,10 €";09-02-2021;03-02-2021;30 dias;"Portugal, Faro, Portimão<BR/>Portugal, Faro, Lagos<BR/>Portugal, Faro, Faro";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
DM FARMACÊUTICO - DEBITOMETRO(COVID-19);Ajuste Direto Regime Geral;Aquisição de bens móveis;"38421110-6, Debitómetros";"Centro Hospitalar Tondela-Viseu, E. P. E. (509822940)";"AIR LIQUIDE MEDICINAL, SA (501576436)";"819,00 €";09-02-2021;03-02-2021;60 dias;"Portugal, Viseu, Viseu";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Aquisição de 1 (uma) Mesa em Inox para a UCI II. COVID 19.;Ajuste Direto Regime Geral;Aquisição de bens móveis;"35125000-6, Sistema de vigilância";"Hospital Professor Doutor Fernando Fonseca, E. P. E. (503035416)";"EUGENIO PEREIRA, LIMITADA (503989525)";"385,00 €";09-02-2021;03-02-2021;3 dias;"Portugal, Lisboa, Amadora";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Equipamento Isolamento UCIP (COVID-19);Ajuste Direto Regime Geral;Aquisição de bens móveis;"39330000-4, Equipamento para desinfecção";"Centro Hospitalar do Médio Tejo, E.P.E. (CHMT) (506361608)";"BDSD- SOLUÇÕES DE BIODESCONTAMINAÇÃO, LDA (513285180)";"34.340,20 €";08-02-2021;08-02-2021;20 dias;Portugal;"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.1178361;false;
"AM 56/2021 – Aquisição de Testes de Extração RNA - SARS-COV2, para o LRSPA - COVID-19";Ajuste Direto Regime Geral;Aquisição de bens móveis;"33696500-0, Reagentes de laboratório";"Administração Regional de Saúde do Algarve, I. P. (503148709)";"Roche Sistemas Diagnóstico, Lda. (504282921)";"34.111,50 €";08-02-2021;08-02-2021;326 dias;"Portugal, Faro, Faro";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
218G000004 - Aquisição de equipamentos de rede para fazer face COVID 19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"32420000-3, Equipamento de rede";"Centro Hospitalar Universitário de Lisboa Norte, E. P. E. (508481287)";"Lusorede - Redes, Energia e Sistemas de Informação, Lda. (503378704)";"32.321,80 €";08-02-2021;08-02-2021;15 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Aquisição de serviços para a realização de testes à COVID-19;Consulta Prévia;Aquisição de serviços;"85148000-8, Serviços de análises clínicas";"Instituto Português do Mar e da Atmosfera, I. P. (510265600)";"Centro Medicina Laboratorial Germano de Sousa, S.A. (508720311)";"33.110,00 €";08-02-2021;04-02-2021;330 dias;Portugal;"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Aquisição de 3000 máscaras cirúrgicas necessárias para a proteção e combate à COVID-19;Consulta Prévia;Aquisição de bens móveis;"35113000-9, Equipamento de segurança";Município de Valpaços (506874320);"ADALCHIMIA, LDA (513358714)";"270,00 €";08-02-2021;08-02-2021;15 dias;"Portugal, Vila Real, Valpaços";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
AD n.º 212G000350 - LUVA EXAME EM NITRILO N/ESTERIL - COVID-19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"18424300-0, Luvas descartáveis";"Centro Hospitalar Universitário de Lisboa Norte, E. P. E. (508481287)";Epj médica (506820513);"321.200,00 €";08-02-2021;05-02-2021;329 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Aquisição de 4 (quatro) carros (para via aérea) para a UCI II. Covid 19.;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33192000-2, Mobiliário para fins médicos";"Hospital Professor Doutor Fernando Fonseca, E. P. E. (503035416)";"Artrodelite - Dispositivos Médicos Unipessoal, Lda. (510369499)";"3.800,00 €";08-02-2021;03-02-2021;3 dias;"Portugal, Lisboa, Amadora";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de diverso material de informação à população, no âmbito das medidas de prevenção, contenção, mitigação, tratamento da pandemia e subsequente reposição da normalidade e, assim, evitar a propagação do surto epidémico – COVID-19";Ajuste Direto Regime Geral;Aquisição de serviços;"79820000-8, Serviços relacionados com a impressão";Município de Vizela (505985217);"Prescript Artes Gráficas, unipessoal, Lda. (505473640)";"6.878,16 €";08-02-2021;08-02-2021;10 dias;"Portugal, Braga, Vizela";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Aquisição de 5 (cinco) Ventiladores para a UCI II. COVID 19.;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33100000-1, Equipamento médico";"Hospital Professor Doutor Fernando Fonseca, E. P. E. (503035416)";"GETINGE GROUP PORTUGAL, UNIPESSOAL, LDA. (506819698)";"105.000,00 €";08-02-2021;03-02-2021;5 dias;"Portugal, Lisboa, Amadora";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
BUCHAS QUIMICAS P/MONTAGEM COBERTURA (COVID);Ajuste Direto Regime Geral;Aquisição de bens móveis;"44100000-1, Materiais de construção e artigos afins";"Unidade Local de Saúde do Baixo Alentejo, E. P. E. (508754275)";"ARMANDO F.S. ESPADA, LDA (500029016)";"87,80 €";08-02-2021;01-02-2021;60 dias;"Portugal, Beja, Beja";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Aquisição de 5 (cinco) monitores Sinais Vitais. COVID 19.;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33100000-1, Equipamento médico";"Hospital Professor Doutor Fernando Fonseca, E. P. E. (503035416)";MUNDINTER - INTERCÂMBIO MUNDIAL (500199906);"8.475,00 €";08-02-2021;03-02-2021;2 dias;"Portugal, Lisboa, Amadora";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
AM 55/2021 – Aquisição de Kits Teste SARS-COV2 para o LRSPA - COVID-19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33696500-0, Reagentes de laboratório";"Administração Regional de Saúde do Algarve, I. P. (503148709)";"ABBOTT LABORATORIOS, LDA.                          (500006148)";"56.448,00 €";05-02-2021;05-02-2021;329 dias;"Portugal, Faro, Faro";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
217G000006 - Aquisição 3 unidades alimentação ininterrupta (UPS) - COVID;Ajuste Direto Regime Geral;Aquisição de bens móveis;"30000000-9, Máquinas, equipamento e material de escritório e de informática, excepto mobiliário e pacotes de programas (software)";"Centro Hospitalar Universitário de Lisboa Norte, EPE (508481287)";"SCHNEIDER ELECTRIC PORTUGAL, Lda (500281858)";"28.974,78 €";05-02-2021;02-02-2021;30 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de Kits de Proteção para prevenção, controlo e vigilância COVID-19 com logotipo do “PRODERAM 2020”";Ajuste Direto Regime Geral;Aquisição de bens móveis;"18530000-3, Prendas e brindes";Secretaria Regional de Agricultura e Desenvolvimento Rural (600086615);"Comulti - Comércio Multinacional, Lda. (502137878)";"9.890,00 €";05-02-2021;05-02-2021;10 dias;"Portugal, Região Autónoma da Madeira, Funchal";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos e artigo 4.º, nº 1 do DLR nº 34/2008/M, de 14.08";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/index.php/zonaPublica/zona_publica_c/donwloadProcedurePiece/NDU0MzAz;false;
AQUISIÇÃO DE MÁSCARAS DESCARTAVEIS PARA PROTEÇÃO AO COVID-19 - SERVIÇOS CENTRAIS;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33140000-3, Material médico de consumo";Centro de Formação Profissional das Pescas e do Mar (FOR-MAR) (508590582);"JARDIM & CARVALHO - Merchandising Promocional, Lda (514668229)";"254,80 €";05-02-2021;04-02-2021;30 dias;Portugal;"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";Cumprimento integral do contrato;10-03-2021;"254,80 €";;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de Óculos Descartáveis e Viseiras de Proteção Total, no âmbito do COVID-19, para o Hospital Prof. Dr. Fernando Fonseca, EPE., para o ano de 2021.";Ajuste Direto Regime Geral;Aquisição de bens móveis;"33698000-9, Produtos para fins clínicos";"HOSPITAL PROFESSOR DOUTOR FERNANDO FONSECA, EPE (503035416)";Creative Nation (516047981);"29.440,00 €";05-02-2021;04-02-2021;3 dias;"Portugal, Lisboa, Amadora";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
219G000349 - OB Fornec. e instalação camaras de vigilancia - Covid 19;Ajuste Direto Regime Geral;Empreitadas de obras públicas;"45316210-0, Instalação de equipamento de controlo do tráfego";"Centro Hospitalar Universitário de Lisboa Norte, E. P. E. (508481287)";"Paulo Jesus Costa Unipessoal,Lda. (510167780)";"11.163,64 €";05-02-2021;05-02-2021;15 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de Luvas de Nitrilo (tamanho S e L), no âmbito do COVID-19, para o Hospital Prof. Dr. Fernando Fonseca, EPE., para o ano de 2021";Ajuste Direto Regime Geral;Aquisição de bens móveis;"33698000-9, Produtos para fins clínicos";"HOSPITAL PROFESSOR DOUTOR FERNANDO FONSECA, EPE (503035416)";"Oxary, Lda. (508930014)";"62.500,00 €";05-02-2021;03-02-2021;1 dias;"Portugal, Lisboa, Amadora";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
