Objeto do Contrato;Tipo de Procedimento;Tipo(s) de Contrato;CPVs;Entidade(s) Adjudicante(s);Entidade(s) Adjudicatária(s);Preço Contratual;Data de Publicação;Data de Celebração do Contrato;Prazo de Execução;Local de Execução;Fundamentação;Causa de Extinção do Contrato;Data de Fecho do Contrato;Preço Total Efetivo;Causas das Alterações ao Prazo;Causas das Alterações ao Preço;Estado;N.º registo do Acordo Quadro;Descrição do Acordo Quadro;Procedimento Centralizado;Ligação para Peças do Procedimento;Lista de Fornecedores (cocontratantes);Aquisição ao Abrigo de Acordo Quadro de outro Estado-membro da UE
Compartimentação da Central Hortofrutícola do Ladoeiro no âmbito do cumprimento das regras de segurança para mitigação do COVID 19;Ajuste Direto Regime Geral;Aquisição de serviços;"50800000-3, Serviços de reparação e manutenção diversos";Município de Idanha-a-Nova (501121030);"FRIO 90, LDA. (507688244)";"13.690,43 €";22-07-2020;22-07-2020;30 dias;"Portugal, Castelo Branco, Idanha-a-Nova";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/index.php/zonaPublica/zona_publica_c/donwloadProcedurePiece/NDA5MzI1;false;
ZARAGATOA ESTERILIZADA EM TUBO PLASTICO COM ETIQUETA(COVID-19);Ajuste Direto Regime Geral;Aquisição de bens móveis;"33141000-0, Material médico não químico descartável e produtos hematológicos";"Centro Hospitalar Tondela-Viseu, E. P. E. (509822940)";"C.R. BARD PORTUGAL, LDA. (502438274)";"2.500,00 €";22-07-2020;20-07-2020;90 dias;"Portugal, Viseu, Viseu<BR/>Portugal";"Artigo 2.º -A, n.º 1 do DL n.º 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de consumíveis e equipamentos de proteção para os trabalhadores do IMT, I.P., no âmbito do plano de prevenção e proteção da pandemia COVID19";Concurso público;Aquisição de bens móveis;"33140000-3, Material médico de consumo";Instituto da Mobilidade e dos Transportes (508195446);DidatiÁREA - Lda. - Materialequipamento Didáctico e de Laboratório (514597003);"2.595,50 €";22-07-2020;22-07-2020;20 dias;"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/index.php/zonaPublica/zona_publica_c/donwloadProcedurePiece/NDA1NzM2;false;
"Aquisição de consumíveis e equipamentos de proteção para os trabalhadores do IMT, I.P., no âmbito do plano de prevenção e proteção da pandemia COVID19";Concurso público;Aquisição de bens móveis;"18143000-3, Equipamento (vestuário) de protecção";Instituto da Mobilidade e dos Transportes (508195446);"Planeta vertical, Ldª - Agrofloresta (514929170)";"6.591,80 €";22-07-2020;22-07-2020;20 dias;"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/index.php/zonaPublica/zona_publica_c/donwloadProcedurePiece/NDA1NzM2;false;
"Aquisição de consumíveis e equipamentos de proteção para os trabalhadores do IMT, I.P., no âmbito do plano de prevenção e proteção da pandemia COVID19";Concurso público;Aquisição de bens móveis;"24322320-6, Derivados do álcool";Instituto da Mobilidade e dos Transportes (508195446);DidatiÁREA - Lda. - Materialequipamento Didáctico e de Laboratório (514597003);"6.130,00 €";22-07-2020;22-07-2020;20 dias;"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/index.php/zonaPublica/zona_publica_c/donwloadProcedurePiece/NDA1NzM2;false;
Aquisição de equipamento de proteção individual – (COVID 19);Ajuste Direto Regime Geral;Aquisição de bens móveis;"35121000-8, Equipamento de segurança e protecção";Município de Sintra (500051062);EUGENIA MONICA VALENTE SALES ESTEVES SALVADOR ROCHA (211201014);"146.900,00 €";22-07-2020;21-07-2020;20 dias;"Portugal, Lisboa";"Artigo 2.º -A, n.º 1 do DL n.º 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
FC035/2020 - aquisição de um Gerador de Emergência no âmbito das atividades do Serviço Municipal de Proteção Civil no combate à Pandemia provocada pelo COVID 19 e o auxílio à população;Consulta Prévia;Aquisição de bens móveis;"31127000-2, Geradores de emergência";Município de Porto de Mós (505586401);FLAMINGOPOWER MAQUINAS E EQUIPAMENTOS LDA (514133694);"23.500,00 €";22-07-2020;22-07-2020;30 dias;"Portugal, Leiria, Porto de Mós";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/index.php/zonaPublica/zona_publica_c/donwloadProcedurePiece/NDExODMw;false;
AQUISIÇÃO E INSTALAÇÃO DE EQUIPAMENTOS PARA RENOVAÇÃO DE EMERGÊNCIA DE INFRAESTRUTURA DE REDE E SEGURANÇA DEVIDO À PANDEMIA DE COVID-19;Ajuste Direto Regime Geral;Aquisição de bens móveis<br/>Aquisição de serviços;"30200000-1, Equipamento e material informático";Santa Casa da Misericórdia de Lisboa (500745471);"Hewlett Packard Portugal, Lda. (502407697)";"320.945,30 €";22-07-2020;10-07-2020;45 dias;Portugal;"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/index.php/zonaPublica/zona_publica_c/donwloadProcedurePiece/NDA3MTA2;false;
NPD-3020015182-AMN - Máscaras comunitárias no âmbito do COVID-19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"35121000-8, Equipamento de segurança e protecção";DGAM (600012662);"Petratex - Confeções, SA (502170344)";"15.750,00 €";22-07-2020;17-07-2020;15 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";Cumprimento integral do contrato;20-08-2020;"15.750,00 €";;;;Não aplicável.;Não aplicável.;false;;false;
"AQUISIÇÃO DE HARDWARE E SOFTWARE PARA TRABALHO REMOTO NA ÀREA DA EDUCAÇÃO PARA APOIO A ALUNOS NO CONCELHO DE ODEMIRA, NO ÂMBITO DAS MEDIDAS DE PREVENÇÃO E COMBATE À PANDEMIA COVID-19";Ajuste Direto Regime Geral;Aquisição de bens móveis;"30213000-5, Computadores pessoais";Município de Odemira (505311313);"MEO-Serviços de Comunicações e Multimédia, S.A. (504615947)";"219.366,00 €";22-07-2020;10-07-2020;15 dias;"Portugal, Beja, Odemira<BR/>Portugal";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";Cumprimento integral do contrato;22-07-2020;"219.366,00 €";Cumprimento Integral Contrato em 22/07/2020;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.1170284;false;
"Covid 19 - Reagentes para o Centro Hospitalar Universitário de S. João, EPE";Ajuste Direto Regime Geral;Aquisição de bens móveis;"33696000-5, Reagentes e meios de contraste";"Centro Hospitalar Universitário de São João, E. P. E. (509821197)";"WERFEN PORTUGAL, LDA (501086110)";"2.090,00 €";21-07-2020;10-07-2020;30 dias;"Portugal, Porto, Porto";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Covid 19 - Reagentes para o Centro Hospitalar Universitário de S. João, EPE";Ajuste Direto Regime Geral;Aquisição de bens móveis;"33696000-5, Reagentes e meios de contraste";"Centro Hospitalar Universitário de São João, E. P. E. (509821197)";"ROCHE SISTEMAS DIAGNÓSTICO, SOC. UNIP. ,LDA (504282921)";"11.250,00 €";21-07-2020;10-07-2020;30 dias;"Portugal, Porto, Porto";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Aquisição de testes COVID-19 para equipamento Cobas 6800;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33696000-5, Reagentes e meios de contraste";"Centro Hospitalar Universitário de São João, E. P. E. (509821197)";ROCHE SISTEMAS DIAGNÓSTICO (504282921);"261.878,40 €";21-07-2020;10-07-2020;60 dias;"Portugal, Porto, Porto";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Aquisição de testes moleculares ao Covid-19 - julho 2020;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33696000-5, Reagentes e meios de contraste";"Centro Hospitalar Universitário de São João, E. P. E. (509821197)";"ROCHE SISTEMAS DIAGNÓSTICO, SOC. UNIP. ,LDA (504282921)";"42.000,00 €";21-07-2020;10-07-2020;30 dias;"Portugal, Porto, Porto";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
DM CLÍNICO - LUVAS NITRILO (COVID-19);Ajuste Direto Regime Geral;Aquisição de bens móveis;"33140000-3, Material médico de consumo";"Centro Hospitalar Tondela-Viseu, E. P. E. (509822940)";Medicamark/Saturmable (513990178);"13.282,50 €";21-07-2020;20-07-2020;90 dias;"Portugal, Viseu, Viseu";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
MEIO TRANSPORTE DE VIRUS CONJ C/ 2 ZARAG (COVID-19);Ajuste Direto Regime Geral;Aquisição de bens móveis;"33696000-5, Reagentes e meios de contraste";"Centro Hospitalar Tondela-Viseu, E. P. E. (509822940)";KNOW-HOW DIAGNOSTICOS (509884296);"7.120,00 €";21-07-2020;14-07-2020;90 dias;"Portugal, Viseu, Viseu";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
11/02216.12/2020 - Aquisição de Testes para Identificação de Covid-19 por Biologia Molecular;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33000000-0, Equipamento médico, medicamentos e produtos para cuidados pessoais";"Centro Hospitalar de Entre o Douro e Vouga, E.P.E. (508878462)";CEPHEID IBERIA S.L.U. (980655684);"81.620,00 €";21-07-2020;20-07-2020;180 dias;"Portugal, Aveiro, Santa Maria da Feira";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;http://www.chedv.min-saude.pt;false;
209G001108 - Limpeza e desinfeção COVID 19 [26.06 a 31.12.2020];Ajuste Direto Regime Geral;Aquisição de serviços;"90910000-9, Serviços de limpeza";"Centro Hospitalar Universitário de Lisboa Norte, E. P. E. (508481287)";"Limpersado â Limpeza, MÃ¡quinas e Transportes, SA (502445548)";"219.395,76 €";21-07-2020;20-07-2020;188 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
ALTERAÇÃO DE INSTALAÇÃO SANITÁRIA DE PROFISSIONAIS DE SAÚDE E TRABALHOS CONSTRUÇÃO CIVIL DE APOIO A INSTALAÇÕES DE AVAC NA ORTOPEDIA DO HSFX NO ÂMBITO DO COVID-19;Ajuste Direto Regime Geral;Empreitadas de obras públicas;"45200000-9, Obras de construção total ou parcial e de engenharia civil";"Centro Hospitalar de Lisboa Ocidental, E. P. E. (507618319)";"SOCODEFIL - Sociedade de Construções Manuel Delgado & Filhos, Lda (500742219)";"14.265,50 €";20-07-2020;20-07-2020;10 dias;Portugal;"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.1149573;false;
"A presente prestação de serviços tem por objetivo dar continuidade à revisão-atualização da Estratégia Integrada de Desenvolvimento Territorial (EIDT) do Alentejo Central para o período de programação 2021-2027 através da definição de um plano de ação que concretize a sua operacionalização. A prestação de servições deverá corresponder à finalização da Estratégia Integrada de Desenvolvimento Territorial do Alentejo Central para período de programação 2021-2017, tendo como objetivo responder aos seguintes pontos: -Ajustamento do Relatório Final - AVALIAÇÃO E ATUALIZAÇÃO DA ESTRATÉGIA INTEGRADA DE DESENVOLVIMENTO TERRITORIAL DO ALENTEJO CENTRAL PARA O PERÍODO DE PROGRAMAÇÃO 2021-2027 de forma a dar resposta a algumas alterações ao documento devida a novas orientações ou devido às alterações que a COVID-19 irá impor; -Definição do plano de ação para a Estratégia Integrada de Desenvolvimento Territorial do Alentejo Central para período de programação 2021-2017.";Ajuste Direto Regime Geral;Aquisição de serviços;"73220000-0, Serviços de consultoria em matéria de desenvolvimento";CIMAC - Comunidade Intermunicipal do Alentejo Central (509364390);"Quaternaire Portugal, SA. (502503661)";"19.950,00 €";20-07-2020;17-07-2020;168 dias;"Portugal, Évora";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://gov.saphety.com/bizgov/econcursos/procedurePiecesExport_189115!exportProcedure.action;false;
DESINFECÇÃO DE RUAS E ENVOLVENTE DE EDIFÍCIOS PARA PREVENÇÃO DO COVID-19;Ajuste Direto Regime Geral;Aquisição de serviços;"90921000-9, Serviços de desinfecção e exterminação";Município de Valença (506728897);"SUMA - Serviços Urbanos e Meio Ambiente, S.A. (503210560)";"18.750,00 €";20-07-2020;09-07-2020;15 dias;"Portugal, Viana do Castelo, Valença";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
209G001190 - OB CRIAÇÃO DE EXTRAÇÕES DE AR - COVID-19;Ajuste Direto Regime Geral;Empreitadas de obras públicas;"45231112-3, Instalação de sistemas de condutas";"Centro Hospitalar Universitário de Lisboa Norte, EPE (508481287)";CE GONÇALVES LDA (508657520);"3.821,00 €";20-07-2020;14-07-2020;5 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
4500102/2020 - TESTES COVID19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33696500-0, Reagentes de laboratório";"Centro Hospitalar Barreiro Montijo, E. P. E. (509186998)";CEPHEID IBERIA S.L.U. (980655684);"29.680,00 €";20-07-2020;16-07-2020;20 dias;"Portugal, Setúbal, Barreiro";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";Cumprimento não integral do contrato (Resolução do Contrato);31-12-2020;"26.341,00 €";;O fornecedor não forneceu a totalidade dos testes em tempo útil;;Não aplicável.;Não aplicável.;false;;false;
209G001171 - OB instalação de rede de informática para TAC - Covid19;Ajuste Direto Regime Geral;Empreitadas de obras públicas;"45311000-0, Instalação de cabos e acessórios eléctricos";"Centro Hospitalar Universitário de Lisboa Norte, E. P. E. (508481287)";MBW - Modular Builders Worldwide Lda (515337161);"770,00 €";20-07-2020;14-07-2020;1 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Aquisição de serviços jurídicos especializados - Candidaturas no contexto COVID 19 ;Ajuste Direto Regime Geral;Aquisição de serviços;"79100000-5, Serviços jurídicos";Município de Cascais (505187531);"Abreu & Associados - Sociedade de Advogados, RL (503009482)";"18.600,00 €";20-07-2020;17-07-2020;210 dias;"Portugal, Lisboa";"Artigo 27.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/index.php/zonaPublica/zona_publica_c/donwloadProcedurePiece/NDA2OTkz;false;
209G001124 - OB divisória no serviço de Angiografia - Covid-19;Ajuste Direto Regime Geral;Empreitadas de obras públicas;"45421141-4, Instalação de divisórias";"Centro Hospitalar Universitário de Lisboa Norte, E. P. E. (508481287)";CE GONÇALVES LDA (508657520);"2.000,00 €";20-07-2020;14-07-2020;3 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Ajuste directo n.º 202G006285 - Aquisição de batas cirúrgicas não estéreis - COVID 19 ;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33190000-8, Dispositivos e produtos médicos variados";"Centro Hospitalar Universitário de Lisboa Norte, E. P. E. (508481287)";"MOLNYCKE HEALTH CARE - Comercialização de Produtos Hospitalares, Lda. (511101066)";"35.678,80 €";20-07-2020;20-07-2020;2 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de serviços técnicos especializados no âmbito da realização do Encontro de Urbanismo - Covid19 e trabalhos de pós-produção, através Ajuste Direto ";Ajuste Direto Regime Geral;Aquisição de serviços;"79342200-5, Serviços de promoção";Município de Lisboa (500051070);"PLATEIA STORE UNIPESSOAL,LDA (509476201)";"11.640,00 €";17-07-2020;17-07-2020;15 dias;"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
2020-ADRG-AQS-411 Aquisição de serviços de limpeza extraórdinária no âmbito do Covid 19;Ajuste Direto Regime Geral;Sociedade<br/>Aquisição de serviços;"90910000-9, Serviços de limpeza";Freguesia de Arroios (510832890);"Assuntestável, Lda (514842393)";"7.544,60 €";17-07-2020;07-07-2020;120 dias;"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";Cumprimento integral do contrato;09-11-2020;"7.544,60 €";;;;Não aplicável.;Não aplicável.;false;;false;
97/3530/2020 Execução de Trabalhos Para Instalação dos Contentores COVID19;Ajuste Direto Regime Geral;Aquisição de serviços;"50800000-3, Serviços de reparação e manutenção diversos";"Centro Hospitalar Universitário do Algarve, E. P. E. (510745997)";JOSÉ ISIDRO RODRIGUES (149134720);"4.747,00 €";17-07-2020;15-07-2020;15 dias;"Portugal, Faro, Portimão<BR/>Portugal, Faro, Faro";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
A aquisição de 874 máscaras de proteção de combate a incêndios florestais e Covid-19;Consulta Prévia;Aquisição de bens móveis;"18140000-2, Acessórios para vestuário de trabalho";Comunidade Intermunicipal do Médio Tejo (502106506);"VIANAS, S.A (501745068)";"40.116,60 €";16-07-2020;13-07-2020;15 dias;"Portugal, Santarém, Tomar";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Locação de um camião para realização de uma  ação de  sensibilização e rastreamento no âmbito do Covid-19;Ajuste Direto Regime Geral;Aquisição de serviços;"60100000-9, Serviços de transporte rodoviário";Município de Albufeira (503539473);"GSX PORTUGAL, LDA. (514779012)";"19.999,99 €";15-07-2020;15-07-2020;6 dias;"Portugal, Faro, Albufeira";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";Cumprimento integral do contrato;23-07-2020;"19.999,99 €";Não houve;;;Não aplicável.;Não aplicável.;false;;false;
